Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Chad,3001604,3060365,3121226,3183576,3246527,3309583,3372182,3434817,3499370,3568402,3643608,3726189,3815253,3907891,3999918,4088568,4173131,4255242,4337292,4422743,4514427,4612858,4718157,4832316,4957561,5095400,5247281,5412844,5589624,5773930,5963250,6157085,6356741,6563925,6781057,7010159,7250974,7503494,7770053,8053532,8355654,8678049,9019226,9373913,9734761,10096630,10457122,10818031,11183589,11560142,11952134,12360986,12784748,13220433,13663562,14110971,14561658,15016761,15477727,15946882,16425859
East Asia & Pacific (IDA & IBRD countries),883445587,882807979,894536202,917563058,940205341,963806224,990927362,1017110642,1044230688,1073035646,1102743524,1133088596,1161692236,1189353305,1215519592,1239283626,1261221802,1281596019,1301958170,1322627340,1342952249,1363987476,1387365779,1410865643,1433295157,1456445331,1481135104,1507322673,1533819032,1559650590,1584871821,1608998997,1631566861,1653289936,1674861271,1696013989,1716810410,1737388723,1757224496,1775880197,1793498345,1810261111,1826238741,1841560611,1856486255,1871341383,1885806879,1899800479,1913718217,1927560597,1941377365,1956238874,1973056377,1989821912,2006100237,2021618425,2036897092,2052513823,2066103849,2078012370,2088015667
Europe & Central Asia (IDA & IBRD countries),308424859,313062858,317744155,322502356,327271196,331852935,335704786,339692825,343594800,347372826,351017860,354660485,358451364,362249658,366086343,369959058,373993098,377959108,381826792,385669994,389610131,393632708,397542988,401434284,405559660,409642788,413657306,417635043,421417208,424805449,427282191,429373360,431065585,432578630,433470465,433786915,434113394,434471934,434720605,434661030,434305092,433855042,433512605,433653597,433997780,434404383,434941423,435624501,436807654,438478422,440398383,442630386,444865680,447330442,449780961,452263661,454682913,456945557,458942666,460788476,462132622
Togo,1580508,1597523,1612761,1631758,1662073,1708631,1774020,1855450,1945777,2034902,2115522,2185667,2247578,2303344,2356620,2410451,2464424,2518454,2576293,2642693,2720835,2812312,2915618,3026980,3140840,3252997,3363040,3471738,3577469,3678567,3774310,3862998,3945902,4029044,4120615,4226293,4348808,4485945,4632451,4780455,4924406,5062571,5197040,5330629,5467770,5611643,5762881,5920360,6083417,6250840,6421674,6595939,6773807,6954721,7137997,7323162,7509952,7698476,7889095,8082359,8278737
Thailand,27397208,28224186,29080945,29966873,30881136,31822656,32789129,33778804,34791418,35827089,36884525,37963280,39058594,40159581,41252320,42326307,43377270,44405903,45413082,46401750,47374463,48326269,49255889,50173922,51094870,52026901,52980105,53945872,54891520,55772169,56558196,57232471,57811025,58337773,58875275,59467272,60130190,60846588,61585103,62298569,62952639,63539190,64069093,64549867,64995303,65416189,65812540,66182064,66530980,66866834,67195032,67518379,67835969,68144519,68438748,68714519,68971313,69209817,69428454,69625581,69799978
Tajikistan,2087053,2159134,2236564,2318252,2402473,2487975,2574506,2662257,2750932,2840265,2930108,3020419,3111284,3203035,3296092,3390941,3487658,3586516,3688411,3794457,3905443,4020818,4140297,4265278,4397563,4537820,4687328,4843997,5001172,5149872,5283811,5400636,5502490,5593317,5679169,5764806,5851354,5938404,6027395,6119664,6216329,6318510,6426861,6541550,6662391,6789318,6922590,7062667,7209924,7364752,7527397,7697507,7874838,8059782,8252828,8454019,8663575,8880270,9100847,9321023,9537642
Turkmenistan,1603254,1658364,1715408,1773854,1833065,1892596,1952144,2011762,2071793,2132800,2195165,2258965,2324019,2390212,2457379,2525374,2594315,2664262,2734899,2805817,2876809,2947783,3019064,3091510,3166215,3244024,3324462,3407310,3493892,3585867,3683978,3789188,3899843,4010789,4115105,4207841,4287337,4355125,4413477,4466133,4516128,4564087,4610018,4655752,4703396,4754652,4810114,4870142,4935765,5007953,5087211,5174076,5267906,5366376,5466324,5565283,5662371,5757667,5850902,5942094,6031187
Latin America & the Caribbean (IDA & IBRD countries),209749023,215629972,221676249,227866079,234169957,240564863,247044234,253607485,260246118,266952916,273723962,280552945,287442489,294409011,301475452,308657753,315955197,323363576,330890816,338545320,346328178,354241995,362272025,370377355,378506071,386619091,394697236,402742139,410761042,418769937,426777889,434776652,442751009,450695871,458608078,466483148,474321040,482112390,489832061,497441659,504921279,512247446,519420841,526462542,533415243,540306150,547139431,553909998,560624662,567289597,573800616,580428448,586999600,593506947,599935349,606271936,612511541,618653508,624698076,630644771,636492840
Timor-Leste,474535,482852,491575,500652,510035,519676,529328,538906,548817,559620,571565,585250,600185,614264,624561,629227,627255,619817,610048,602363,599907,603837,613233,626677,641845,657061,671747,686475,701812,718736,737814,759526,783204,806867,827828,844333,855358,861870,866523,873138,884366,901214,922699,947110,971889,995130,1016437,1036388,1055428,1074286,1093517,1113154,1133002,1153288,1174333,1196294,1219289,1243260,1267975,1293120,1318442
Middle East & North Africa (IDA & IBRD countries),97553136,100147125,102808039,105546241,108376349,111307810,114351844,117503838,120739199,124023275,127335093,130670746,134051048,137511232,141099598,144855662,148781943,152881163,157192250,161761403,166616386,171766018,177185651,182825252,188614684,194494177,200443463,206447529,212456877,218415839,224280776,230032568,235665095,241166641,246530980,251758674,256843601,261797640,266664106,271501583,276357461,281251221,286188978,291188690,296266120,301435118,306703097,312078867,317576769,323211867,328991681,334930074,341018430,347213697,353456440,359705464,365926929,372133652,378386080,384771769,391344574
Tonga,61574,63721,66233,68975,71744,74348,76774,79034,81076,82861,84344,85492,86327,86958,87584,88321,89228,90259,91336,92271,92966,93415,93636,93736,93793,93896,94081,94318,94592,94848,95069,95243,95398,95556,95739,95972,96267,96621,97036,97475,97962,98482,99023,99591,100214,100908,101714,102577,103384,103897,103981,103558,102736,101768,101023,100780,101143,102002,103199,104497,105697
South Asia (IDA & IBRD),572839530,584939711,597494450,610498308,623943328,637823175,652144171,666908586,682102192,697706091,713711358,730107660,746911710,764174968,781966557,800335570,819292532,838819900,858901743,879510842,900620583,922226632,944315173,966836458,989728262,1012942302,1036437878,1060208544,1084281159,1108702366,1133495194,1158655616,1184133340,1209847774,1235693864,1261587780,1287476203,1313346375,1339202700,1365067953,1390946065,1416822995,1442644044,1468324423,1493757846,1518861546,1543610686,1568003175,1592010815,1615610187,1638792927,1661532158,1683740452,1705761545,1727632022,1749417067,1771187426,1792883164,1814455018,1835776769,1856882402
Sub-Saharan Africa (IDA & IBRD countries),227233184,232567007,238121604,243893375,249873656,256059849,262454482,269072404,275937546,283080501,290526233,298284475,306359650,314761504,323500333,332583481,342018937,351808760,361939456,372404237,383188215,394281992,405688898,417425712,429521914,441988004,454835677,468053103,481594337,495407422,509451875,523726960,538246439,553020385,568072070,583413287,599067774,615054341,631400703,648148338,665327588,682956023,701066197,719716165,738983247,758924664,779566846,800908567,822945490,845655209,869025115,893045863,917725880,943039474,968958352,995458498,1022530245,1050162810,1078319512,1106957870,1136046775
Trinidad and Tobago,847973,864814,879436,891948,902620,911742,919218,925233,930792,937184,945357,955753,968136,982006,996479,1010934,1025104,1039210,1053560,1068644,1084743,1101983,1120019,1138071,1155083,1170296,1183382,1194532,1204150,1212858,1221121,1229108,1236685,1243605,1249527,1254200,1257547,1259838,1261699,1263927,1267159,1271627,1277210,1283564,1290115,1296497,1302552,1308450,1314449,1320921,1328144,1336180,1344814,1353708,1362337,1370332,1377563,1384060,1389841,1394969,1399491
Tunisia,4178235,4238141,4305477,4380074,4461111,4547941,4640995,4740526,4845220,4953379,5063805,5176290,5291335,5409338,5530978,5656912,5786482,5919958,6060158,6210756,6374040,6551232,6740520,6937332,7135265,7329590,7517854,7700733,7880333,8060211,8242509,8427851,8613855,8795934,8967916,9125400,9267335,9395119,9509862,9613587,9708347,9793915,9871261,9945282,10022278,10106778,10201211,10304729,10414425,10525691,10635245,10741872,10846993,10952949,11063195,11179951,11303942,11433438,11565203,11694721,11818618
Turkey,27472339,28146909,28832831,29531362,30244258,30972996,31717504,32477994,33256465,34055391,34876296,35720603,36587267,37472329,38370278,39277249,40189561,41108290,42039983,42994043,43975972,44988411,46025411,47073470,48114158,49133928,50128548,51100930,52053764,52992479,53921758,54840595,55748946,56653808,57564209,58486453,59423278,60372571,61329665,62287391,63240196,64192243,65145357,66089402,67010930,67903461,68756809,69581854,70418612,71321406,72326992,73443254,74651046,75925454,77229262,78529413,79827868,81116451,82340090,83429607,84339067
Tuvalu,5321,5330,5340,5341,5354,5388,5435,5510,5598,5671,5740,5770,5786,5819,5903,6064,6319,6650,7018,7357,7631,7825,7951,8041,8110,8211,8341,8481,8637,8787,8910,9014,9110,9194,9259,9298,9317,9328,9332,9344,9392,9478,9593,9724,9871,9997,10118,10219,10315,10413,10521,10626,10744,10849,10973,11099,11232,11365,11505,11655,11792
Tanzania,10052151,10346695,10651954,10968196,11295675,11634837,11985442,12348188,12725519,13120587,13535487,13971698,14428340,14902271,15388933,15885228,16390161,16905222,17432756,17976219,18538263,19120683,19723317,20344550,20981775,21633799,22296282,22971208,23670807,24411744,25203848,26056605,26961204,27887204,28792649,29649128,30444523,31192853,31924201,32682240,33499177,34385849,35334790,36337778,37379766,38450323,39548666,40681416,41853944,43073830,44346532,45673520,47053033,48483132,49960563,51482638,53049231,54660345,56313444,58005461,59734213
Uganda,6767092,6983824,7215799,7461636,7719108,7986062,8263434,8550444,8841156,9127855,9405606,9671856,9929644,10186452,10453029,10737403,11042975,11368618,11712540,12071140,12442333,12825084,13221991,13638729,14082870,14559357,15070319,15612754,16180129,16763041,17354395,17953534,18561668,19175986,19793541,20413157,21032817,21655392,22290787,22952406,23650159,24388974,25167261,25980547,26821300,27684590,28571475,29486335,30431734,31411096,32428164,33476772,34558700,35694519,36911530,38225447,39649173,41166588,42729032,44269587,45741000
Ukraine,42664646,43206353,43752227,44288607,44796959,45264552,45684983,46063219,46411816,46749289,47088862,47435008,47783006,48125829,48452623,48755662,49032729,49287118,49523304,49747998,49965872,50221000,50384000,50564000,50754000,50917000,51097000,51293000,51521000,51773000,51891400,52000500,52150400,52179200,51921400,51512800,51057800,50594600,50144500,49674000,49176500,48662400,48202470,47812949,47451626,47105171,46787786,46509355,46258189,46053331,45870741,45706086,45593342,45489648,45272155,45154036,45004673,44831135,44622518,44386203,44134693
Upper middle income,1136464260,1140113724,1156186962,1183604156,1210649304,1238612642,1269459169,1299468908,1330348999,1362854382,1396278485,1430319852,1462600916,1493945323,1523888167,1551563310,1577700939,1602325098,1626942179,1651804638,1676276374,1701367506,1728647847,1755902412,1782261503,1809328983,1837853676,1867834479,1897982987,1927151797,1954958255,1981741317,2006685047,2030763564,2054444944,2077356163,2099938877,2122284252,2143781401,2163943018,2183127334,2201110817,2218155175,2234900352,2251323903,2267614832,2283499115,2298869696,2314522710,2330533600,2346561398,2364103129,2383978181,2404063280,2423763411,2442625596,2461213434,2480024674,2496446325,2510772964,2522438267
Uruguay,2538648,2571682,2603883,2635125,2665383,2694537,2722871,2750091,2774761,2795037,2809799,2818283,2821458,2822112,2824095,2830172,2841371,2856958,2875724,2895683,2915389,2934624,2953852,2973048,2992250,3011519,3030651,3049581,3068714,3088603,3109598,3131657,3154459,3177734,3201149,3224275,3247383,3270158,3291053,3308005,3319734,3325471,3326046,3323661,3321486,3321799,3325403,3331753,3340221,3349676,3359273,3368926,3378975,3389436,3400439,3412013,3424139,3436645,3449290,3461731,3473727
United States,180671000,183691000,186538000,189242000,191889000,194303000,196560000,198712000,200706000,202677000,205052000,207661000,209896000,211909000,213854000,215973000,218035000,220239000,222585000,225055000,227225000,229466000,231664000,233792000,235825000,237924000,240133000,242289000,244499000,246819000,249623000,252981000,256514000,259919000,263126000,266278000,269394000,272657000,275854000,279040000,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309327143,311583481,313877662,316059947,318386329,320738994,323071755,325122128,326838199,328329953,331501080
Uzbekistan,8526299,8813619,9113629,9428906,9762819,10116870,10493441,10889499,11294666,11694843,12080311,12446444,12796982,13140797,13491114,13857469,14242766,14643881,15057226,15476928,15898760,16321692,16747428,17177663,17615037,18061283,18515579,18976411,19443890,19918119,20510000,20952000,21449000,21942000,22377000,22785000,23225000,23667000,24051000,24311650,24650400,24964450,25271850,25567650,25864350,26167000,26488250,26868000,27302800,27767400,28562400,29339400,29774500,30243200,30757700,31298900,31847900,32388600,32956100,33580350,34232050
St. Vincent and the Grenadines,80970,82168,83239,84200,85117,86009,86907,87779,88663,89565,90501,91490,92511,93559,94618,95665,96694,97708,98688,99649,100566,101439,102255,103035,103776,104503,105217,105905,106533,107071,107489,107772,107941,108036,108059,108043,107983,107895,107807,107763,107787,107893,108095,108322,108520,108617,108602,108516,108401,108293,108260,108315,108435,108624,108868,109135,109467,109826,110210,110593,110947
"Venezuela, RB",8141839,8439261,8742780,9052632,9369101,9692281,10022592,10359741,10702281,11048256,11396396,11745952,12097696,12453709,12816954,13189511,13572210,13964377,14364726,14771270,15182616,15597878,16017570,16443128,16876703,17319513,17772000,18232733,18698850,19166474,19632665,20096314,20557694,21016900,21474553,21931087,22385650,22837743,23288567,23739835,24192449,24646471,25100407,25551624,25996594,26432445,26850190,27247601,27635827,28031010,28439942,28887873,29360827,29781046,30042973,30081827,29851249,29402480,28887117,28515829,28435943
British Virgin Islands,8053,8164,8319,8469,8644,8836,9022,9213,9427,9621,9830,10012,10210,10391,10551,10697,10821,10923,11041,11226,11471,11821,12250,12755,13317,13951,14646,15390,16155,16867,17489,18007,18443,18783,19068,19307,19508,19660,19820,20026,20313,20675,21128,21674,22329,23106,24022,25050,26096,27035,27796,28326,28654,28850,28985,29148,29355,29567,29795,30033,30237
Virgin Islands (U.S.),32500,34300,35000,39800,40800,43500,46200,49100,55700,60300,63476,70937,76319,84121,89941,94484,96166,93203,95929,96183,99636,99853,100068,100348,100600,100760,100842,100901,100952,101041,103963,104807,105712,106578,107318,107818,108095,108357,108537,108599,108642,108549,108509,108505,108466,108453,108369,108337,108397,108404,108357,108290,108188,108041,107882,107712,107516,107281,107001,106669,106290
Vietnam,32670048,33666111,34683410,35721213,36780001,37858947,38958046,40072951,41193588,42307149,43404802,44484032,45548476,46603522,47657554,48718190,49785278,50861166,51959021,53095406,54281841,55522804,56814309,58148384,59512619,60896732,62293859,63701974,65120432,66550231,67988855,69436956,70883488,72300308,73651220,74910462,76068739,77133212,78115712,79035871,79910411,80742500,81534406,82301650,83062819,83832662,84617545,85419588,86243424,87092250,87967655,88871384,89801926,90752593,91713850,92677082,93640435,94600643,95545959,96462108,97338583
Vanuatu,63689,65700,67793,69944,72116,74268,76392,78505,80653,82920,85374,88012,90802,93749,96773,99863,103002,106206,109397,112543,115598,118546,121398,124213,127058,129989,132988,136075,139319,142801,146575,150718,155176,159743,164128,168161,171721,174917,177987,181259,184964,189209,193927,198960,204123,209282,214379,219464,224700,230244,236216,242658,249505,256637,263888,271128,278326,285499,292675,299882,307150
World,3032156070,3071596055,3124561005,3189655687,3255145692,3322046795,3392097729,3461619724,3532782993,3606553753,3681975908,3760516757,3836900801,3912984371,3988487336,4062507027,4135432265,4207786422,4281339378,4356778367,4432963653,4511164132,4592387213,4674330282,4755996689,4839176734,4924747934,5012556248,5101287675,5189977062,5280062644,5368139818,5452576967,5537885402,5622085293,5706753581,5789655178,5872284397,5954004340,6034484369,6114324044,6193663732,6272724236,6351855732,6431527221,6511724848,6592711655,6674181848,6757000414,6839553692,6921854591,7003760440,7089254548,7175500378,7261846543,7347679005,7433569330,7519183399,7602432733,7683437977,7763498647
Samoa,108627,112112,115768,119552,123346,127055,130672,134181,137484,140495,143146,145407,147295,148858,150191,151353,152362,153218,153986,154740,155522,156410,157365,158345,159243,159995,160552,160962,161369,161935,162797,164000,165490,167117,168689,170050,171165,172065,172839,173606,174454,175394,176410,177481,178597,179722,180874,182045,183270,184553,185944,187469,189089,190712,192220,193510,194540,195358,196128,197093,198410
Kosovo,947000,966000,994000,1022000,1050000,1078000,1106000,1135000,1163000,1191000,1219000,1247000,1278000,1308000,1339000,1369000,1400000,1430000,1460000,1491000,1521000,1552000,1582000,1614000,1647000,1682000,1717000,1753000,1791000,1827000,1862000,1898000,1932000,1965000,1997000,2029000,2059000,2086000,1966000,1762000,1700000,1701154,1702310,1703466,1704622,1705780,1719536,1733404,1747383,1761474,1775680,1791000,1807106,1818117,1812771,1788196,1777557,1791003,1797085,1788878,1790133
"Yemen, Rep.",5315351,5393034,5473671,5556767,5641598,5727745,5816241,5907873,6001858,6097042,6193379,6290367,6390573,6500809,6630003,6784699,6967944,7178672,7414167,7669699,7941903,8231905,8541605,8869363,9213078,9572170,9941102,10322044,10730864,11189185,11709987,12302127,12954157,13634082,14297617,14913313,15469274,15975676,16450306,16921157,17409071,17918369,18443684,18985001,19540096,20107416,20687648,21282514,21892149,22516464,23154854,23807586,24473176,25147112,25823488,26497881,27168210,27834811,28498683,29161922,29825968
South Africa,17099836,17524533,17965733,18423157,18896303,19384838,19888259,20406863,20942147,21496075,22069783,22665265,23281517,23913090,24552540,25195184,25836890,26480915,27138966,27827325,28556771,29333095,30150448,30993762,31841588,32678876,33495956,34297727,35100905,35930056,36800507,37718952,38672611,39633754,40564061,41435761,42241007,42987456,43682259,44338551,44967713,45571272,46150913,46719203,47291610,47880595,48489464,49119766,49779472,50477013,51216967,52003759,52832659,53687125,54544184,55386369,56207649,57009751,57792520,58558267,59308690
Zambia,3070780,3164330,3260645,3360099,3463211,3570466,3681953,3797877,3918872,4045740,4179062,4319226,4466170,4619549,4778716,4943279,5112823,5287544,5468259,5656145,5851818,6055361,6265869,6481907,6701547,6923148,7146965,7372835,7598270,7820199,8036849,8246662,8451346,8656484,8869745,9096608,9339740,9597610,9866474,10140564,10415942,10692197,10971704,11256740,11550641,11856244,12173518,12502958,12848531,13215142,13605986,14023199,14465148,14926551,15399793,15879370,16363449,16853608,17351714,17861034,18383956
Zimbabwe,3776679,3905038,4039209,4178726,4322854,4471178,4623340,4779825,4941901,5111326,5289312,5476978,5673914,5877725,6085078,6293875,6502566,6712825,6929663,7160021,7408630,7675582,7958239,8254746,8562259,8877489,9200150,9527202,9849129,10153852,10432409,10681008,10900511,11092775,11261752,11410721,11541215,11653254,11747079,11822722,11881482,11923906,11954293,11982219,12019911,12076697,12155496,12255920,12379553,12526964,12697728,12894323,13115149,13350378,13586710,13814642,14030338,14236599,14438812,14645473,14862927
